Global Rank,Institution,Country,Sector,Best Country Quartile
569,London School of Hygiene and Tropical Medicine,GBR,Universities,1
570,Centro de Investigacion Biomedica en Red de Cancer,ESP,Health,1
571,"Institute of Biological Chemistry, Academia Sinica",TWN,Government,1
572,National Institute on Alcohol Abuse and Alcoholism,USA,Health,1
573,AbbVie *,MUL,Companies,2
574,Van Andel Institute,USA,Health,1
575,Institut National de Recherche en Informatique et en Automatique *,FRA,Government,1
576,Boyce Thompson Institute for Plant Research,USA,Non-Profit,1
577,University of Athens,GRC,Universities,1
578,Iowa State University,USA,Universities,1
579,"Changchun Institute of Applied Chemistry, Chinese Academy of Sciences",CHN,Government,1
580,Royal Institute of Technology *,SWE,Universities,1
581,Paul Ehrlich Institut,DEU,Government,1
582,Qatar Computing Research Institute,QAT,Government,1
583,Helmholtz Zentrum Munchen Forschungszentrum fur Umwelt und Gesundheit,DEU,Government,1
584,"Dalian Institute of Chemical Physics, Chinese Academy of Sciences",CHN,Government,1
585,Leibniz Institut fur Molekulare Pharmakologie,DEU,Government,1
586,Minatec Campus d'Innovation en Micro et Nanotechnologies,FRA,Non-Profit,1
587,Universite de Montreal,CAN,Universities,1
588,Temple University *,USA,Universities,1
588,UC Davis Health System,USA,Health,1
590,National Renewable Energy Laboratory,USA,Government,1
591,European Commission *,MUL,Government,1
592,H. Lee Moffitt Cancer Center and Research Institute,USA,Health,1
593,US Food and Drug Administration,USA,Government,1
594,Huazhong Agricultural University,CHN,Universities,1
595,Hokkaido University *,JPN,Universities,1
596,CGIAR Consortium of International Agricultural Research *,MUL,Non-Profit,1
596,Southwest Jiaotong University,CHN,Universities,1
598,Fraunhofer Institut fur Molekularbiologie und Angewandte Oekologie,DEU,Government,1
599,"University of Connecticut, Storrs *",USA,Universities,1
600,Eberhard-Karls-Universitat Tubingen,DEU,Universities,1
601,Sony Japan,JPN,Companies,1
602,Indiana University-Purdue University Indianapolis,USA,Universities,1
603,China Pharmaceutical University,CHN,Universities,1
603,"University of Massachusetts, Amherst",USA,Universities,1
603,National Institute on Drug Abuse,USA,Health,1
606,Centro Nacional de Biotecnologia,ESP,Government,1
606,"Janssen Research & Development, LLC",BEL,Companies,1
608,University College Dublin,IRL,Universities,1
608,Research Center for Information Technology Innovation Academia Sinica,TWN,Government,1
610,Universitatsklinikum Heidelberg,DEU,Health,1
611,Nanjing Medical University *,CHN,Universities,1
612,IMEC International,BEL,Companies,1
613,Center for Excellence in Brain Science and Intelligence Technology,CHN,Government,1
614,Children's Hospital of Philadelphia,USA,Health,1
615,Kyushu University *,JPN,Universities,1
616,Royal Netherlands Academy of Arts and Sciences *,NLD,Government,1
617,"Merck & Co Inc, United States",USA,Companies,1
618,"University of Tennessee, Knoxville *",USA,Universities,1
618,Queensland University of Technology,AUS,Universities,1
620,Oxford University Hospitals NHS Trust,GBR,Health,1
621,"Colorado State University, Fort Collins *",USA,Universities,1
622,Danone *,MUL,Companies,1
623,"Genomics Research Center, Academia Sinica",TWN,Government,1
624,Max Planck Institut fur Pflanzenzuchtungsforschung,DEU,Government,1
625,National Institute of Child Health and Human Development,USA,Health,1
626,University of South Florida,USA,Universities,1
627,Universidade Federal de Minas Gerais,BRA,Universities,1
628,"Sanofi, France",FRA,Companies,1
628,Pasteur Network *,MUL,Health,1
630,Centre de Recherche des Cordeliers,FRA,Government,1
631,Universidad del Pais Vasco *,ESP,Universities,1
632,Politecnico di Milano,ITA,Universities,1
633,"Institute of Biomedical Science, Academia Sinica",TWN,Government,1
633,"State University of New York, Buffalo",USA,Universities,1
635,"Fujitsu, Japan",JPN,Companies,1
636,Queen's University Belfast,GBR,Universities,1
637,Guangdong University of Technology,CHN,Universities,1
638,Institut de Recerca Biomedica Barcelona,ESP,Health,1
639,University of Ljubljana *,SVN,Universities,1
640,Joint Quantum Institute,USA,Government,1
641,British Columbia Cancer Research Centre,CAN,Health,1
642,Environmental Molecular Sciences Laboratory,USA,Government,1
643,University of Kentucky *,USA,Universities,1
644,"Microsoft, India",IND,Companies,1
645,University of Massachusetts Medical School,USA,Universities,1
646,Aalto University,FIN,Universities,1
647,George Washington University *,USA,Universities,1
648,Universidade Federal do Rio de Janeiro *,BRA,Universities,1
649,Fuzhou University,CHN,Universities,1
649,"Academy of Military Medical Sciences, Academy of Military Sciences of PLA",CHN,Health,1
651,Kyung Hee University *,KOR,Universities,1
652,Westfalische Wilhelms-Universitat Munster *,DEU,Universities,1
653,"University of Nebraska, Lincoln",USA,Universities,1
654,"Nokia Bell Labs, France",FRA,Companies,1
654,City University of New York *,USA,Universities,1
656,Oak Ridge National Laboratory,USA,Government,1
657,Oslo University Hospital,NOR,Health,1
658,Beijing University of Chemical Technology,CHN,Universities,1
659,NEC Japan,JPN,Companies,1
660,CareGroup Healthcare System *,USA,Health,1
661,National Institute of Mental Health,USA,Health,1
662,Max Planck Institut fur Molekulare Pflanzenphysiologie,DEU,Government,1
662,Max Planck Institut fur Multidisziplinare Naturwissenschaften,DEU,Government,1
664,Toshiba Corp *,MUL,Companies,1
665,Institucio Catalana de Recerca i Estudis Avancats,ESP,Government,1
666,"Bosch, Germany",DEU,Companies,1
667,Max Planck Institut fur Polymerforschung,DEU,Government,1
668,University of Kansas *,USA,Universities,1
669,Cincinnati Children's Hospital Medical Center,USA,Health,1
670,Instituto de Agroquimica y Tecnologia de Alimentos ,ESP,Government,1
671,Tufts University,USA,Universities,1
672,"Merck KGaA, Germany",DEU,Companies,1
673,Weizmann Institute of Science,ISR,Universities,1
674,West China Hospital,CHN,Health,1
675,Freie Universitat Berlin,DEU,Universities,1
676,Universite de Geneve,CHE,Universities,1
677,Fraunhofer-Institut fur Integrierte Schaltungen,DEU,Government,1
678,"Shanghai Institute of Organic Chemistry, Chinese Academy of Sciences",CHN,Government,1
679,Guangzhou International Bio Island,CHN,Government,1
680,Institut des Maladies Genetiques Imagine,FRA,Government,1
681,Universite Claude Bernard Lyon 1 *,FRA,Universities,1
681,Universitatsklinikum Hamburg Eppendorf,DEU,Health,1
683,North China Electric Power University,CHN,Universities,1
684,Nanchang University *,CHN,Universities,1
685,Universitatsspital Zurich,CHE,Health,1
686,Pontificia Universidad Catolica de Chile *,CHL,Universities,1
687,Argonne National Laboratory *,USA,Government,1
688,Biotechnology and Biological Sciences Research Council *,GBR,Government,1
689,University Hospitals Leuven,BEL,Health,1
690,Universitat Basel *,CHE,Universities,1
690,National Yang Ming Chiao Tung University,TWN,Universities,1
690,University of North Carolina Health Care,USA,Health,1
693,Center for Global Infectious Disease Research,USA,Health,1
693,Netherlands Cancer Institute - Antoni van Leeuwenhoek Hospital,NLD,Health,1
695,"Bayer AG, Germany",DEU,Companies,1
696,Samsung Advanced Institute Technology,KOR,Non-Profit,1
697,"Tata Consultancy Services Ltd, India",IND,Companies,1
698,British Columbia Cancer Agency *,CAN,Health,1
699,Trinity College Dublin *,IRL,Universities,1
700,Hospital Clinic de Barcelona,ESP,Health,1
700,South China Agricultural University *,CHN,Universities,1
702,Griffith University,AUS,Universities,1
703,University of Central Florida,USA,Universities,1
704,IDIAP Research Institute,CHE,Government,1
705,Quadram Institute,GBR,Health,1
706,The Royal Marsden NHS Foundation Trust,GBR,Health,1
707,Eindhoven University of Technology,NLD,Universities,1
708,Guys & Saint Thomas NHS Foundation Trust,GBR,Health,1
709,"Takeda Pharmaceutical Co Inc, Japan",JPN,Companies,1
710,"Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences",CHN,Government,1
710,China Southern Power Grid Co Ltd *,CHN,Companies,1
712,Nanjing Tech University,CHN,Universities,1
713,University of Rochester Medical Center,USA,Health,1
714,Linkoping University,SWE,Universities,1
715,Ngee Ann Polytechnic,SGP,Universities,1
716,Stockholm University *,SWE,Universities,1
716,"BMW AG, Germany",DEU,Companies,1
718,Universidade Federal do Rio Grande do Sul,BRA,Universities,1
719,"University of California, Riverside",USA,Universities,1
720,Korea Institute of Science and Technology,KOR,Government,1
721,Morgridge Institute for Research,USA,Health,1
722,Centro de Regulacion Genomica,ESP,Health,1
722,Universidad de Chile *,CHL,Universities,1
724,"State University of New York, Stony Brook *",USA,Universities,1
725,Shanghai University,CHN,Universities,1
726,University of Minnesota Health and Medicine,USA,Universities,1
727,Beijing Jiaotong University,CHN,Universities,1
728,Texas Instruments *,MUL,Companies,1
729,Clinica Universidad de Navarra,ESP,Health,1
730,Istituto per l'Endocrinologia e l'Oncologia Gaetano Salvatore,ITA,Government,1
731,Institut Curie,FRA,Health,1
732,Johannes Gutenberg-Universitat Mainz *,DEU,Universities,1
733,Sanquin Blood Supply,NLD,Health,1
734,Istituto Clinico Humanitas,ITA,Health,1
735,Universite de Strasbourg *,FRA,Universities,1
736,Universite de Bordeaux *,FRA,Universities,1
737,Northwest A and F University,CHN,Universities,1
738,Emory Healthcare,USA,Health,1
739,Hefei University of Technology *,CHN,Universities,1
739,Jagiellonian University,POL,Universities,1
741,Garvan Institute of Medical Research,AUS,Health,1
742,Keio University *,JPN,Universities,1
743,McGowan Institute for Regenerative Medicine,USA,Health,1
744,"Northeastern University, China",CHN,Universities,1
745,New York State Department of Health *,USA,Health,1
746,Universidad de Navarra *,ESP,Universities,1
747,Institute of Enzymology Hungarian Academy of Sciences,HUN,Government,1
747,Cambridge University Hospitals NHS Foundation Trust,GBR,Health,1
749,Center for Biologics Evaluation and Research,USA,Government,1
749,Danone Nederland BV,NLD,Companies,1
751,"Takeda Pharmaceuticals International Inc, USA",USA,Companies,1
752,Lomonosov  Moscow State University,RUS,Universities,1
753,China Petroleum and Chemical Corporation *,CHN,Companies,1
754,Institut Catala d'Oncologia *,ESP,Health,1
755,East China Normal University *,CHN,Universities,1
756,"Nokia, France",FRA,Companies,1
756,Georgetown University *,USA,Universities,1
758,Max Planck Institut fur Kohlenforschung,DEU,Government,1
759,Virginia Commonwealth University *,USA,Universities,1
760,Oregon State University,USA,Universities,1
761,Hohai University,CHN,Universities,1
761,Nestle *,MUL,Companies,2
763,Simon Fraser University,CAN,Universities,1
764,"Ningbo Institute of Material Technology and Engineering, Chinese Academy of Sciences",CHN,Government,1
765,"Telefonica SA, Spain",ESP,Companies,1
765,University of Houston,USA,Universities,1
767,CIC bioGUNE,ESP,Government,1
768,Nanjing Forestry University,CHN,Universities,1
769,Academia Sinica *,TWN,Government,1
770,Chalmers University of Technology *,SWE,Universities,1
771,Shionogi & Co Ltd,JPN,Companies,1
772,Instituto de Ciencia y Tecnologia de Polimeros,ESP,Government,1
773,National Oceanic and Atmospheric Administration,USA,Government,1
774,Universitat Leipzig *,DEU,Universities,1
775,University of Surrey,GBR,Universities,1
776,Curtin University *,AUS,Universities,1
777,National Digital Switching System Engineering and Technological Research Center,CHN,Government,1
778,Royal Melbourne Institute of Technology *,AUS,Universities,1
779,University of Zagreb,HRV,Universities,1
779,University of Miami Health System,USA,Health,1
779,University of Utah Health Care,USA,Health,1
779,Seattle Cancer Care Alliance ,USA,Health,1
783,Montefiore Medical Center *,USA,Health,1
784,Universitat Wien,AUT,Universities,1
785,Universitat Duisburg Essen *,DEU,Universities,1
786,Barcelona Institute of Science and Technology *,ESP,Government,1
786,Johann Wolfgang Goethe-Universitat Frankfurt am Main *,DEU,Universities,1
788,University of Colorado Cancer Center,USA,Health,1
789,University of York,GBR,Universities,1
790,Centro Pfizer - Universidad de Granada - Junta de Andalucia de Genomica e Investigacion Oncologica,ESP,Government,1
791,Institute for Infocomm Research,SGP,Government,1
792,University of Washington Medicine ,USA,Health,1
793,Fundacao Oswaldo Cruz *,BRA,Health,1
794,Northwestern Medicine,USA,Health,1
795,National Health Commission of the People's Republic of China *,CHN,Health,1
796,Rice University,USA,Universities,1
797,Alan Turing Institute,GBR,Government,1
797,Aramco *,MUL,Companies,2
799,European Centre for Medium-Range Weather Forecasts,GBR,Government,1
799,The Arizona Cancer Center,USA,Health,1
801,China National Petroleum Corp *,CHN,Companies,1
802,Deutsches Zentrum fur Neurodegenerative Erkrankungen,DEU,Government,1
803,Fondazione IRCCS San Raffaele del Monte Tabor,ITA,Health,1
804,National Cancer Center,JPN,Health,1
805,Wuhan Union Hospital,CHN,Health,1
806,Harbin Engineering University,CHN,Universities,1
806,Fraunhofer-Institut fur Zelltherapie und Immunologie,DEU,Government,1
808,BMW Group *,MUL,Companies,2
809,Nagoya University *,JPN,Universities,1
810,"Huawei Technologies Co Ltd, Hong Kong",HKG,Companies,1
811,Max Planck Institut fur Kolloid und Grenzflachenforschung,DEU,Government,1
812,Boehringer Ingelheim GmbH Germany,DEU,Companies,1
813,Max Planck Institut fur Molekulare Zellbiologie und Genetik,DEU,Government,1
814,University of Southern Denmark,DNK,Universities,1
815,ZEISS Group *,MUL,Companies,2
816,National Institute of Informatics,JPN,Government,1
817,"AbbVie Inc, United States",USA,Companies,1
818,Technische Universitat Berlin *,DEU,Universities,1
819,"Daiichi Sankyo Co., Ltd. Japan",JPN,Companies,1
820,Universite de Lausanne,CHE,Universities,1
821,"GlaxoSmithKline, United Kingdom",GBR,Companies,1
821,Bioinformatics Institute,SGP,Government,2
823,"Universite Paul Sabatier, Toulouse III *",FRA,Universities,1
824,"UCB Pharma SA, Belgium",BEL,Companies,1
825,Maastricht University,NLD,Universities,1
825,"Alibaba Group, China",CHN,Companies,1
827,University of Tehran,IRN,Universities,1
827,The First Affiliated Hospital of Zhejiang University,CHN,Health,1
827,Beijing National Laboratory for Molecular Sciences,CHN,Government,1
830,Julius-Maximilians-Universitat Wurzburg *,DEU,Universities,1
830,BASF Group *,MUL,Companies,2
832,Singapore University of Technology and Design,SGP,Universities,2
833,Centre Hospitalier Universitaire Vaudois ,CHE,Health,1
834,Ministry of Health ,SGP,Health,1
835,Wayne State University,USA,Universities,1
836,Macquarie University *,AUS,Universities,1
836,Institut de Microelectronica de Barcelona,ESP,Government,1
838,University of Cape Town,ZAF,Universities,1
839,East China University of Science and Technology,CHN,Universities,1
840,Asan Medical Center Seoul *,KOR,Health,1
840,BGC Trust University Bangladesh,BGD,Universities,1
842,Sumitomo Group *,MUL,Companies,1
842,State Key Laboratory of Millimeter Waves,HKG,Government,1
842,Peter Maccallum Cancer Centre,AUS,Health,1
845,Statens Serum Institut,DNK,Health,1
846,Universita Cattolica del Sacro Cuore,ITA,Universities,1
847,Hitachi *,MUL,Companies,2
848,Helmholtz Zentrum fur Infektionsforschung,DEU,Government,1
849,Joslin Diabetes Center,USA,Health,1
850,Instituto de Investigaciones Biomedicas Sols-Morreale,ESP,Government,1
851,University of Antwerp,BEL,Universities,1
852,"Corteva Agriscience, USA",USA,Companies,1
853,Nanjing Agricultural University,CHN,Universities,1
854,Africa Health Research Institute,ZAF,Health,1
855,Qingdao University *,CHN,Universities,1
855,Technion - Israel Institute of Technology *,ISR,Universities,1
857,Southwest University *,CHN,Universities,1
858,University of Twente,NLD,Universities,2
858,Harvard-Smithsonian Center for Astrophysics,USA,Government,1
860,Universidad Politecnica de Madrid *,ESP,Universities,1
861,Humboldt-Universitat zu Berlin *,DEU,Universities,1
862,Universitat Politecnica de Catalunya *,ESP,Universities,1
863,Smithsonian Institution *,USA,Government,1
864,Nanjing University of Posts and Telecommunications,CHN,Universities,1
865,Bill and Melinda Gates Foundation,USA,Non-Profit,1
866,National Research Council Canada *,CAN,Government,1
867,China Medical University Hospital,TWN,Health,1
867,Hebrew University of Jerusalem,ISR,Universities,1
869,Hospital Universitari Vall d'Hebron,ESP,Health,1
870,Cairo University *,EGY,Universities,1
871,Medizinische Hochschule Hannover,DEU,Universities,1
872,Universitat Ulm *,DEU,Universities,1
873,Junta de Andalucia *,MUL,Government,1
873,Jet Propulsion Laboratory,USA,Government,1
875,University of Bath,GBR,Universities,1
876,Lockheed Martin Corp *,USA,Companies,1
876,Agilent Technologies *,MUL,Companies,2
878,Yangzhou University,CHN,Universities,1
879,Lancaster University *,GBR,Universities,1
880,Dartmouth College *,USA,Universities,1
881,University of Manitoba,CAN,Universities,1
882,ShanghaiTech University *,CHN,Universities,1
883,Institut de Quimica Avancada de Catalunya,ESP,Government,1
884,Imperial College Healthcare NHS Trust,GBR,Health,1
885,Berlin Institute of Health,DEU,Health,1
886,Southern University of Science and Technology,CHN,Universities,1
887,Institut Cochin,FRA,Government,1
887,Baylor Scott & White Health,USA,Health,1
889,Molecular Foundry,USA,Government,1
890,Laval University,CAN,Universities,1
890,University of Notre Dame,USA,Universities,1
892,Universite du Quebec en Quebec *,CAN,Universities,1
893,Waters Corp *,MUL,Companies,2
894,Roswell Park Cancer Institute,USA,Health,1
895,Universidade Nova de Lisboa *,PRT,Universities,1
896,Tampere University,FIN,Universities,1
897,Radboud University Nijmegen,NLD,Universities,1
897,Centro de Investigaciones Biologicas Margarita Salas,ESP,Government,1
899,Korea Research Institute of Bioscience and Biotechnology,KOR,Government,1
900,Istituto Nazionale Malattie Infettive Lazzaro Spallanzani IRCCS,ITA,Health,1
901,Aristotle University of Thessaloniki,GRC,Universities,1
901,University of Oklahoma *,USA,Universities,1
903,Dalhousie University *,CAN,Universities,1
904,University of Belgrade,SRB,Universities,1
904,Korea Research Institute of Chemical Technology,KOR,Government,1
906,Pacific Northwest National Laboratory *,USA,Government,1
907,National Institute of Advanced Industrial Science & Technology,JPN,Government,1
908,"Washington State University, Pullman *",USA,Universities,1
909,"University of Science, Malaysia *",MYS,Universities,1
909,Shenzhen Research Institute of Big Data,CHN,Government,1
911,Hungarian Academy of Sciences *,HUN,Government,1
912,Heinrich Heine Universitat Dusseldorf  *,DEU,Universities,1
913,University Putra Malaysia,MYS,Universities,1
914,Helsinki University Central Hospital,FIN,Health,1
915,Shenyang Pharmaceutical University,CHN,Universities,1
916,Friedrich-Schiller-Universitat Jena *,DEU,Universities,1
917,Pohang University of Science and Technology,KOR,Universities,1
918,University of Wollongong *,AUS,Universities,1
919,Institut Catala de Nanociencia i Nanotecnologia,ESP,Government,1
920,University of New Mexico *,USA,Universities,1
921,SRI International,USA,Non-Profit,1
922,Houston Methodist,USA,Health,1
923,University of Leicester,GBR,Universities,1
924,Universidad de Murcia *,ESP,Universities,1
925,University of Strathclyde *,GBR,Universities,1
926,Barbara Ann Karmanos Cancer Institute,USA,Health,1
927,Great Ormond Street Hospital for Children NHS Trust,GBR,Health,1
928,Florida State University *,USA,Universities,1
929,Institut de Pharmacologie et de Biologie Structurale,FRA,Government,1
930,Applied Materials Inc *,MUL,Companies,2
931,University of East Anglia *,GBR,Universities,1
932,"Pfizer Inc, Spain",ESP,Companies,1
932,Samsung Medical Center Seoul,KOR,Health,1
934,"Siemens AG, USA",USA,Companies,1
935,Hochschule fur Wirtschaft und Recht Berlin,DEU,Universities,1
936,"Daiichi Sankyo Co., Ltd. *",MUL,Companies,2
937,Institut Mondor de Recherche Biomedicale,FRA,Government,1
938,University of Bergen,NOR,Universities,1
938,"University of California, Santa Cruz",USA,Universities,1
940,U.S. Department of Energy *,USA,Government,1
940,General Electric Company *,MUL,Companies,2
942,Lanzhou University *,CHN,Universities,1
942,Blood Systems Research Institute,USA,Health,1
944,Beijing University of Technology,CHN,Universities,1
945,University of Oulu,FIN,Universities,1
946,"China Medical University, Taichung *",TWN,Universities,1
947,"Siemens AG, Germany",DEU,Companies,1
948,GeneDx,USA,Companies,1
949,Ludwig Boltzmann Institute for Traumatology,AUT,Health,1
950,University College London Hospital NHS Trust,GBR,Health,1
951,Wenzhou Medical University *,CHN,Universities,1
952,Centro de Quimica Organica Manuel Lora Tamayo CS,ESP,Government,1
953,Shenzhen Municipal People’s Government *,CHN,Government,1
954,University of Malaya *,MYS,Universities,1
955,Ocean University of China,CHN,Universities,1
956,Deutsches Zentrum fur Herz Kreislauf Forschung,DEU,Health,1
957,California Department of Public Health,USA,Health,1
958,Fox Chase Cancer Center,USA,Health,1
959,Public Health England,GBR,Health,1
959,Universidade de Coimbra *,PRT,Universities,1
961,Ulsan National Institute of Science and Technology *,KOR,Universities,1
962,Agriculture and Agri-Food Canada,CAN,Government,1
963,Albert Einstein College of Medicine,USA,Universities,1
964,Shanghai Public Health Clinical Center,CHN,Health,1
964,Academy of Military Sciences of the Chinese People's Liberation Army *,CHN,Government,1
966,Universitat d'Alacant *,ESP,Universities,1
967,United States Geological Survey,USA,Government,1
968,"World Health Organization, Switzerland",CHE,Health,1
969,Universita degli Studi di Genova,ITA,Universities,1
970,University of Southern California Health Sciences Campus,USA,Health,1
971,Universidad de Salamanca *,ESP,Universities,1
972,Institut de Recherche en Cancerologie de Montpellier,FRA,Government,1
973,Catholic University of Louvain,BEL,Universities,1
974,University of Delaware,USA,Universities,1
975,"University of Missouri, Columbia *",USA,Universities,1
976,University Hospital Maastricht,NLD,Health,1
977,Shanghai Cancer Institute,CHN,Health,1
978,Klinikum Rechts der Isar der Technische Universitat Munchen,DEU,Health,1
978,Forschungszentrum Informatik,DEU,Government,1
980,Istituto Italiano di Tecnologia *,ITA,Non-Profit,1
981,"Institute of Information Science, Academia Sinica",TWN,Government,1
982,"University of Texas, Dallas",USA,Universities,1
983,Drexel University,USA,Universities,1
984,Universita degli Studi di Roma Tor Vergata,ITA,Universities,1
985,NXP Semiconductors NV *,MUL,Companies,2
986,Centro Nacional de Investigaciones Cardiovasculares,ESP,Health,1
986,"ZTE, China",CHN,Companies,1
988,IrsiCaixa AIDS Research Institute,ESP,Health,1
989,Masaryk University,CZE,Universities,1
990,"Novartis, Switzerland",CHE,Companies,1
991,University of Warsaw,POL,Universities,1
991,Deutsches Zentrum fur Luft- und Raumfahrt,DEU,Government,1
993,University of Macau,MAC,Universities,1
993,"Hypertension Arterielle, Pulmonaire: Physiopathologie et Innovation Therapeutique",FRA,Companies,1
995,"Lanzhou Institute of Chemical Physics, Chinese Academy of Sciences",CHN,Government,1
996,University of Dundee,GBR,Universities,1
997,Princess Margaret Cancer Centre,CAN,Health,1
998,Universidad de Zaragoza *,ESP,Universities,1
998,"University of Texas, Health Science Center at Houston",USA,Universities,1
1000,Universidad Nacional de Colombia *,COL,Universities,1
1001,"Centro de Investigacion Biomedica en Red sobre Enfermedades Neurodegenerativas, Madrid",ESP,Health,1
1002,University of Durham,GBR,Universities,1
1003,University of South Carolina *,USA,Universities,1
1003,Kyungpook National University *,KOR,Universities,1
1005,"Union Hospital, Tongji Medical College",CHN,Health,1
1006,Istituto di Farmacologia Traslazionale,ITA,Government,1
1007,Royal North Shore Hospital,AUS,Health,1
1008,Universita degli Studi di Pavia,ITA,Universities,1
1009,Universita degli Studi di Bari,ITA,Universities,1
1009,Oklahoma Medical Research Foundation,USA,Health,1
1011,Princess Maxima Center,NLD,Health,1
1012,United Nations *,MUL,Non-Profit,1
1013,Generalitat de Catalunya *,MUL,Government,1
1014,Institute of Materials Research and Engineering,SGP,Government,2
1014,Yonsei University Health System,KOR,Health,1
1014,La Trobe University *,AUS,Universities,1
1017,Klinikum Ludwig Maximilians Universitat Munchen,DEU,Health,1
1017,Centre Mediterraneen de Medecine Moleculaire,FRA,Government,1
1019,Swiss Federal Laboratories for Materials Science and Technology,CHE,Government,1
1019,Universitat Pompeu Fabra *,ESP,Universities,1
1021,Nestle Switzerland,CHE,Companies,1
1022,Universitatsspital Basel *,CHE,Health,2
1023,China University of Petroleum,CHN,Universities,1
1024,Ruhr-Universitat Bochum *,DEU,Universities,1
1025,"University of Hawaii, Manoa *",USA,Universities,1
1025,Konica Minolta Inc *,MUL,Companies,2
1027,OHSU Knight Cancer Institute,USA,Health,1
1027,Chulalongkorn University,THA,Universities,1
1029,IHU Mediterranee Infection,FRA,Health,1
1030,Lawrence Livermore National Laboratory *,USA,Government,1
1031,Istituto Nazionale dei Tumori Fondazione Giovanni Pascale IRCCS,ITA,Health,1
1032,National Institute of Public Health of Japan,JPN,Health,1
1032,University of South Florida System *,USA,Universities,1
1034,Met Office,GBR,Government,1
1035,"Suzhou Institute of Nano-Tech and Nano-Bionics, Chinese Academy of Sciences",CHN,Government,1
1036,Universita degli Studi di Milano-Bicocca,ITA,Universities,1
1037,"Centro de Investigacion Biomedica en Red en Bioingenieria, Biomateriales y Nanomedicina, Barcelona",ESP,Health,1
1038,Wake Forest University *,USA,Universities,1
1039,"General Electric Co, USA",USA,Companies,1
1039,Seattle Children's Hospital *,USA,Health,1
1041,China Aerospace Science and Technology Corp *,CHN,Government,1
1042,Kavli Institute for Particle Astrophysics and Cosmology,USA,Non-Profit,1
1043,Hospital for Sick Children,CAN,Health,1
1044,Max Planck Institut fur Quantenoptik,DEU,Government,1
1045,Institut de Recherche pour le Developpement *,MUL,Government,1
1046,University of Sussex *,GBR,Universities,1
1047,National Heart Centre Singapore,SGP,Health,1
1047,Seoul National University Hospital *,KOR,Health,1
1049,Universite de Rennes 1 *,FRA,Universities,1
1049,University of Indonesia,IDN,Universities,1
1051,Oxford Health NHS Foundation Trust,GBR,Health,1
1052,Shanghai Medical College of Fudan University,CHN,Universities,1
1053,"Siemens Healthineers, Germany",DEU,Companies,1
1053,"Boehringer Ingelheim, USA",USA,Companies,1
1055,Qatar Foundation *,QAT,Non-Profit,1
1055,Hopitaux Universitaires de Geneve,CHE,Health,1
1057,Instituto de Biologia Molecular y Celular de Plantas Eduardo Primo Yufera,ESP,Government,1
1058,Universidade de Santiago de Compostela *,ESP,Universities,1
1059,Instituto de Quimica-Fisica Rocasolano,ESP,Government,1
1059,Public Health Scotland,GBR,Health,1
1061,University of Florida Health Science Center,USA,Health,1
1062,Tokyo Institute of Technology,JPN,Universities,1
1062,Universidade do Minho,PRT,Universities,1
1064,Australian Research Council *,AUS,Government,1
1065,"Sandia National Laboratories, New Mexico",USA,Government,1
1066,University of Tsukuba *,JPN,Universities,1
1067,The Florida A&M University and The Florida State University College of Engineering,USA,Universities,1
1067,Clalit Health Services *,ISR,Health,1
1067,Corteva Agriscience *,MUL,Companies,2
1067,CEINGE-Biotecnologie Avanzate,ITA,Non-Profit,1
1071,Queen's University,CAN,Universities,1
1071,University College Cork *,IRL,Universities,1
1073,Qatar University,QAT,Universities,1
1073,Politecnico di Torino *,ITA,Universities,1
1073,Universite de Lille *,FRA,Universities,1
1076,Medtronic *,MUL,Companies,2
1077,Volkswagen AG *,MUL,Companies,2
1078,Texas Biomedical Research Institute,USA,Health,1
1079,Queensland Institute of Medical Research,AUS,Health,1
1080,Instituto de Catalisis y Petroleoquimica ,ESP,Government,1
1081,"Shanghai Institute of Ceramics, Chinese Academy of Sciences",CHN,Government,1
1082,Southwest Petroleum University,CHN,Universities,1
1082,"Consejo Nacional de Humanidades, Ciencias y Tecnologias *",MEX,Government,1
1082,University of Turku,FIN,Universities,1
1085,Institut Necker Enfants Malades,FRA,Government,1
1085,Georgetown University Medical Center,USA,Health,1
1087,University of Texas Medical Branch ,USA,Universities,1
1087,Ospedale Pediatrico Bambino Gesu,VAT,Health,1
1087,University Hospital of Bern,CHE,Health,2
1090,Universitat zu Koln,DEU,Universities,1
1091,First Affiliated Hospital of Zhengzhou University,CHN,Health,1
1092,University of Otago,NZL,Universities,1
1093,The University of Newcastle,AUS,Universities,1
1094,National Cheng Kung University,TWN,Universities,1
1095,Electronics Telecommunication Research Institute,KOR,Government,1
1096,Center for Nanoscale Materials,USA,Government,1
1097,Korea University of Science and Technology,KOR,Universities,1
1098,Universidad Carlos III de Madrid *,ESP,Universities,1
1099,Universitatsmedizin der Johannes Gutenberg-Universitat Mainz,DEU,Health,1
1100,Mahidol University *,THA,Universities,1
1101,Hangzhou Dianzi University,CHN,Universities,1
1101,Institute for Basic Science,KOR,Government,1
1103,McGill University Health Centre,CAN,Health,1
1104,Institut de Genetique et Biologie Moleculaire et Cellulaire,FRA,Government,1
1105,Universite de Lorraine *,FRA,Universities,1
1106,Nationwide Children's Hospital ,USA,Health,1
1106,Olivia Newton-John Cancer Research Institute *,AUS,Health,1
1108,Florida International University,USA,Universities,1
