Global Rank,Institution,Country,Sector,Best Country Quartile
2102,Shenyang Ligong University,CHN,Universities,3
2102,Institute of Immunology and Experimental Therapy Polish Academy of Sciences,POL,Government,1
2102,National Institute of Aerospace,USA,Non-Profit,2
2102,Rochester Institute of Technology *,USA,Universities,2
2102,Deutsches Zentrum fur Luft- und Raumfahrt,DEU,Government,1
2107,Jacobs University Bremen *,DEU,Universities,2
2107,Catholic University of Korea *,KOR,Universities,1
2107,Imperial College Healthcare NHS Trust,GBR,Health,1
2107,Collaborative Innovation Center for Advanced Ship and Deep-Sea Exploration,CHN,Government,1
2107,Hospital Universitario 12 de Octubre *,ESP,Health,1
2112,"University of Connecticut, Storrs *",USA,Universities,1
2112,Shaanxi University of Technology,CHN,Universities,3
2114,Technische Universitat Wien *,AUT,Universities,1
2114,Qatar Environment and Energy Research Institute,QAT,Government,2
2116,Shantou University *,CHN,Universities,1
2117,Bundang Cha Medical Center,KOR,Health,1
2117,Saitama Cancer Center,JPN,Health,1
2117,University of Georgia,USA,Universities,1
2117,Wake Forest University *,USA,Universities,1
2117,Universita degli Studi di Napoli Federico II,ITA,Universities,1
2122,Guangxi University of Science and Technology,CHN,Universities,3
2122,Qiqihar University,CHN,Universities,3
2122,Tangdu Hospital,CHN,Health,2
2122,Mount Sinai Hospital Joseph and Wolf Lebovic Health Complex,CAN,Health,1
2122,Charite Campus Virchow Klinikum,DEU,Health,2
2122,The Affiliated Hospital of Qingdao University Medical College,CHN,Health,1
2122,"Robert Bosch Krankenhaus, Germany",DEU,Health,2
2129,Jinling Institute Of Technology,CHN,Universities,3
2129,"Boeing Co, USA",USA,Companies,2
2129,Heriot-Watt University *,MUL,Universities,2
2132,University College Cork *,IRL,Universities,1
2132,Universite de Limoges *,FRA,Universities,2
2134,Min Lab,CHN,Companies,1
2135,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",CHN,Health,1
2135,Tokushima University *,JPN,Universities,1
2135,Shenyang University of Chemical Technology,CHN,Universities,3
2135,CRRC Qingdao Sifang Co Ltd,CHN,Companies,2
2139,Northeast Petroleum University,CHN,Universities,3
2139,Aix-Marseille Universite *,FRA,Universities,1
2141,State Key Laboratory of Remote Sensing Science,CHN,Government,1
2141,"AgroParisTech, Institut des Sciences et Industries du Vivant et de l'Environnement",FRA,Universities,1
2143,Seoul National University Boramae Hospital,KOR,Health,2
2143,National Institute of Pharmaceutical Education and Research,IND,Universities,1
2143,"Secretaria Nacional de Ciencia, Tecnologia e Innovacion *",PAN,Government,1
2146,Baker Hughes *,MUL,Companies,3
2146,Laboratoire d'Analyse et d'Architecture des Systemes,FRA,Government,2
2146,Shandong University of Traditional Chinese Medicine *,CHN,Universities,2
2149,BC Children's Hospital and Sunny Hill Health Centre for Children Vancouver,CAN,Health,1
2149,Yanbian University *,CHN,Universities,2
2151,Institut de Recerca i Tecnologia Agroalimentaries Barcelona,ESP,Government,1
2152,Universitatsklinikums Aachen,DEU,Health,2
2153,"MITRE Corp, McLean",USA,Companies,2
2153,Shaoxing University,CHN,Universities,2
2153,Universitat Hamburg *,DEU,Universities,1
2153,First Affiliated Hospital of Guangzhou University of Traditional Chinese Medicine,CHN,Health,2
2157,"Institute of Hydrobiology, Chinese Academy of Sciences",CHN,Government,1
2157,Beijing Academy of Science and Technology *,CHN,Government,3
2157,National Institute of Child Health and Human Development,USA,Health,1
2157,Complejo Hospitalario Regional Reina Sofia,ESP,Health,2
2161,Singapore University of Social Sciences,SGP,Universities,2
2161,Bill and Melinda Gates Foundation,USA,Non-Profit,1
2161,Bar-Ilan University,ISR,Universities,1
2161,Chengdu University,CHN,Universities,2
2161,Leibniz-Institut fur Arbeitsforschung an der TU Dortmund,DEU,Government,2
2166,Shanghai Shuguang Hospital,CHN,Health,1
2166,Hainan Medical University *,CHN,Universities,2
2166,The University of Kent,GBR,Universities,1
2166,Southern Taiwan University of Science and Technology,TWN,Universities,1
2166,Kumamoto University *,JPN,Universities,1
2171,China Railway Group Ltd,CHN,Companies,3
2171,Shandong Jianzhu University,CHN,Universities,3
2171,Royal Victorian Eye and Ear Hospital ,AUS,Health,1
2174,Tecnalia Research & Innovation,ESP,Government,2
2174,Friedrich-Schiller-Universitat Jena *,DEU,Universities,1
2174,Semmelweis University,HUN,Universities,1
2177,Universitatsklinikum Bonn,DEU,Health,2
2177,Institut Pasteur of Iran,IRN,Health,1
2177,China Academy of Railway Sciences,CHN,Government,3
2177,Meiji Pharmaceutical University,JPN,Universities,1
2177,Institut d'Electronique de Microelectronique et de Nanotechnologie,FRA,Government,2
2177,Jianghan University,CHN,Universities,3
2177,Wageningen University and Research Centre,NLD,Universities,1
2177,Anhui University of Technology,CHN,Universities,2
2177,Missouri University of Science & Technology,USA,Universities,2
2186,Flanders Make,BEL,Non-Profit,2
2186,Universitatsklinikum Munster,DEU,Health,2
2186,Istituto Europeo di Oncologia,ITA,Health,1
2186,Dalian Ocean University,CHN,Universities,3
2186,Texas A&M University at Qatar,QAT,Universities,1
2186,University of Minnesota Health and Medicine,USA,Universities,1
2192,University of Utah Health Care,USA,Health,1
2192,University of Virginia Health System,USA,Health,2
2194,Waseda University,JPN,Universities,1
2194,Universita degli Studi di Trento,ITA,Universities,1
2194,Saint Louis University Care,USA,Health,2
2194,University of Kentucky *,USA,Universities,1
2198,National Institute for Interdisciplinary Science and Technology,IND,Government,1
2198,Korea University Medical Center,KOR,Health,1
2198,Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria ,ESP,Government,1
2201,Beijing Wuzi University,CHN,Universities,3
2202,CNPC Tubular Goods Research Institute,CHN,Companies,1
2202,Glenn Research Center,USA,Government,2
2202,National Institute of Mental Health,USA,Health,1
2202,Freie Universitat Berlin,DEU,Universities,1
2202,Iwate University,JPN,Universities,1
2207,Medical College of Wisconsin,USA,Universities,1
2207,Heilongjiang Academy of Agricultural Sciences,CHN,Government,2
2207,Butler Hospital ,USA,Health,2
2207,Institut Jacques Monod,FRA,Government,2
2211,State Grid Ningxia Electric Power Co,CHN,Companies,2
2211,University of Notre Dame,USA,Universities,1
2211,Gyeongsang National University *,KOR,Universities,1
2211,Civil Aviation Flight University of China,CHN,Universities,3
2215,Institut Polytechnique de Bordeaux *,FRA,Universities,2
2215,Chinese Peoples Public Security University,CHN,Universities,3
2215,Leibniz-Institut fur Plasmaforschung und Technologie,DEU,Government,2
2215,Anhui University of Traditional Chinese Medicine,CHN,Universities,3
2215,New York Institute of Technology *,USA,Universities,2
2215,Ghent University Hospital,BEL,Health,2
2221,Rambam Health Care Campus,ISR,Health,1
2221,Beijing Academy of Quantum Information Sciences,CHN,Government,2
2221,St. Vincent's University Hospital,IRL,Health,1
2224,Vrije Universiteit Brussel,BEL,Universities,1
2224,Hospital de Sant Joan de Deu de Esplugues de Llobregat,ESP,Health,2
2226,Second Affiliated Hospital of Chongqing Medical University,CHN,Health,1
2226,Binzhou Medical University *,CHN,Universities,2
2226,Anhui Normal University,CHN,Universities,2
2229,First Affiliated Wuxi People's Hospital,CHN,Health,2
2229,Beijing Normal University *,CHN,Universities,1
2229,Atlanta VA Medical Center,USA,Health,2
2232,Heinrich Heine Universitat Dusseldorf  *,DEU,Universities,1
2232,Universite de Lyon,FRA,Universities,1
2232,Istituti Fisioterapici Ospitalieri IRCCS *,ITA,Health,1
2235,Institut Pascal,FRA,Government,1
2235,Hospital Infantil Universitario Nino Jesus *,ESP,Health,2
2237,Universitat Autonoma de Barcelona *,ESP,Universities,1
2237,Hospital Clinic de Barcelona,ESP,Health,1
2239,Wonkwang University *,KOR,Universities,2
2239,Politecnico di Milano,ITA,Universities,1
2239,University of Strathclyde *,GBR,Universities,1
2239,Rhode Island Hospital ,USA,Health,2
2243,Universitat Politecnica de Catalunya *,ESP,Universities,1
2243,Centro de Investigacion Biomedica en Red Fisiopatologia de la Obesidad y Nutricion,ESP,Health,1
2243,"University of Maryland, Baltimore County",USA,Universities,2
2243,The University of Sheffield,GBR,Universities,1
2247,The Second Hospital of Tianjin,CHN,Health,2
2247,Affiliated Nanjing First Hospital,CHN,Health,1
2249,China Automotive Technology and Research Center,CHN,Government,3
2249,Istituto di Calcolo e Reti ad Alte Prestazioni,ITA,Government,1
2251,National Center of Neurology and Psychiatry,JPN,Health,1
2252,Institute of Genomics and Integrative Biology,IND,Government,1
2252,Aarhus University *,DNK,Universities,1
2254,Dongseo University,KOR,Universities,2
2254,Pacific Institute of Bioorganic Chemistry Russian Academy of Sciences,RUS,Government,1
2254,Great Ormond Street Hospital for Children NHS Trust,GBR,Health,1
2257,"City University of New York, City College",USA,Universities,1
2258,Colorado School of Mines,USA,Universities,2
2258,Trinity College Dublin *,IRL,Universities,1
2258,Catholic University of Louvain,BEL,Universities,1
2261,Centro de Investigacion Biomedica en Red de Diabetes y Enfermedades Metabolicas Asociadas,ESP,Health,2
2261,Kogakuin University,JPN,Universities,1
2261,Atlantic Technological University,IRL,Universities,1
2264,Obstetrics and Gynecology Hospital Fudan University,CHN,Health,2
2264,Scripps Health,USA,Health,2
2264,Institute for Computer Science and Control Hungarian Academy of Sciences,HUN,Government,1
2264,University College Dublin,IRL,Universities,1
2264,Chang Gung University,TWN,Universities,1
2269,Dartmouth College *,USA,Universities,1
2269,Ecole Normale Superieure de Paris *,FRA,Universities,1
2271,Chonnam National University Hwasun Hospital,KOR,Health,2
2272,First Affiliated Hospital of Dalian Medical University ,CHN,Health,2
2272,Iwate Prefectural University,JPN,Universities,1
2272,Nagoya University *,JPN,Universities,1
2275,University of South China,CHN,Universities,2
2276,Michigan Technological University,USA,Universities,2
2276,"University of Massachusetts, Lowell",USA,Universities,2
2276,Shanghai Polytechnic University,CHN,Universities,3
2276,Institut de Ciencia de Materials de Barcelona,ESP,Government,2
2276,Chosun University *,KOR,Universities,2
2276,University of Iowa Health Care,USA,Health,2
2282,Zelinsky Institute of Organic Chemistry Russian Academy of Sciences,RUS,Government,1
2283,General Hospital of Tianjin Medical University,CHN,Health,1
2283,National Institute of Virology,IND,Health,1
2283,Robert Bosch Stiftung,DEU,Non-Profit,2
2283,Technische Hochschule Ingolstadt,DEU,Universities,2
2283,Children's Hospital Affiliated to Soochow University,CHN,Health,2
2288,Seattle Children's Hospital *,USA,Health,1
2288,"Swinburne University of Technology, Sarawak Campus",MYS,Universities,1
2290,Fuyang Normal University,CHN,Universities,3
2290,National Taipei University of Technology,TWN,Universities,1
2290,Instituto de la Grasa de Sevilla,ESP,Government,1
2293,Hebei University of Science and Technology,CHN,Universities,3
2293,State Key Joint Laboratory of Environmental Simulation and Pollution Control,CHN,Government,1
2295,Ming Chi University of Technology,TWN,Universities,1
2295,Swinburne University of Technology *,AUS,Universities,1
2297,China Astronaut Research and Training Center,CHN,Non-Profit,2
2297,"Indian Institute of Science Education and Research, Tirupati",IND,Government,1
2299,North China Institute of Aerospace Engineering,CHN,Universities,3
2299,Xian Polytechnic University,CHN,Universities,3
2299,"Institute for Systems and Computer Engineering, Technology and Science",PRT,Non-Profit,1
2302,Max Planck Institut fur Evolutionsbiologie,DEU,Government,2
2302,Joint Institute for Laboratory Astrophysics,USA,Government,1
2302,Laboratoire Bordelais de Recherche en Informatique,FRA,Government,2
2302,Southwest Medical University *,CHN,Universities,2
2306,Women's Hospital School of Medicine Zhejiang University,CHN,Health,2
2307,Zhejiang Chinese Medical University *,CHN,Universities,1
2308,Harbor–UCLA Medical Center,USA,Health,2
2308,Indiana University Health,USA,Health,2
2308,Kantonsspital St. Gallen,CHE,Health,2
2311,Tarim University,CHN,Universities,3
2311,"South China Botanical Garden, Chinese Academy of Sciences",CHN,Government,2
2311,Wayne State University,USA,Universities,1
2311,University of Electro-Communications,JPN,Universities,1
2315,Assistance Publique Hopitaux de Marseille *,FRA,Health,1
2315,Sangmyung University,KOR,Universities,2
2315,Universite Paris-Est Creteil *,FRA,Universities,1
2315,University of Iowa *,USA,Universities,1
2315,Hopital Erasme,BEL,Health,2
2320,Zibo Central Hospital Affiliated to Binzhou Medical University,CHN,Health,2
2320,Semyung University,KOR,Universities,2
2320,National University Health System *,SGP,Health,1
2320,National Institute for Research in Reproductive Health India,IND,Health,1
2324,Clarkson University,USA,Universities,2
2325,Hebei Normal University,CHN,Universities,3
2325,Universitatsklinikum Koln,DEU,Health,1
2325,Zhongshan Hospital Xiamen University,CHN,Health,2
2325,Institut National des Sciences Appliquees de Lyon *,FRA,Universities,2
2325,Toronto Western Hospital,CAN,Health,1
2330,Albany College of Pharmacy,USA,Universities,2
2330,Affiliated Hospital of Hebei University,CHN,Health,2
2330,Dalian University *,CHN,Universities,3
2330,Yulin Normal University,CHN,Universities,3
2330,"Kaiser Permanente Research, Washington",USA,Health,1
2335,Istituto Nazionale Tumori Regina Elena,ITA,Health,1
2336,Folkhalsan,FIN,Health,2
2336,Jimei University,CHN,Universities,3
2338,Instituto Portugues de Oncologia de Lisboa Francisco Gentil,PRT,Health,1
2338,Kunming University,CHN,Universities,3
2338,University of Shizuoka,JPN,Universities,1
2338,Centro de Investigacion y Asistencia en Tecnologia y Diseno del Estado de Jalisco,MEX,Government,1
2338,Ecole Nationale Superieure de l'Electronique et de ses Applications *,FRA,Universities,2
2338,Centre d'Elaboration des Materiaux et d'Etudes Structurales,FRA,Government,2
2344,Seoul Womens University,KOR,Universities,2
2344,Huaibei Normal University,CHN,Universities,2
2346,Fraunhofer Institut fur Lasertechnik,DEU,Government,2
2346,China Classification Society *,CHN,Non-Profit,2
2348,Universidad del Pais Vasco *,ESP,Universities,1
2348,Southwestern Institute of Physics China,CHN,Government,3
2350,Beijing Institute of Petrochemical Technology,CHN,Universities,3
2350,Queensland University of Technology,AUS,Universities,1
2350,University of Liverpool *,GBR,Universities,1
2350,October University for Modern Sciences and Arts,EGY,Universities,1
2350,Hefei Normal University,CHN,Universities,3
2355,China Electronics Technology Group Corp No 22 Research Institute,CHN,Non-Profit,2
2356,AVIC Shenyang Aircraft Corporation,CHN,Government,2
2356,Marshall University,USA,Universities,2
2356,Henan University of Urban Construction,CHN,Universities,3
2359,"Louisiana State University, Health Sciences Center *",USA,Universities,2
2360,Universita Vita-Salute San Raffaele,ITA,Universities,1
2361,Kongju National University,KOR,Universities,2
2361,Nottingham University Hospitals NHS Trust,GBR,Health,2
2361,Research Institute of Petroleum Exploration and Development,CHN,Government,1
2361,Bundesanstalt fur Materialforschung und -Prufung,DEU,Government,2
2361,University of Wollongong *,AUS,Universities,1
2361,Shinshu University *,JPN,Universities,1
2361,University of Cincinnati Medical Center,USA,Health,2
2368,Ecole d'Ingenieurs SIGMA Clermont *,FRA,Universities,2
2368,Istituto di Fotonica e Nanotecnologie,ITA,Government,1
2368,University of Mines and Technology,GHA,Universities,1
2371,Institute of Physiology of the ASCR,CZE,Government,1
2371,Carnegie Institution for Science *,USA,Non-Profit,1
2373,Institut de Biologie de l'Ecole Normale Superieure,FRA,Government,1
2373,Universita degli Studi di Padova,ITA,Universities,1
2373,Centrum Wiskunde & Informatica,NLD,Government,2
2376,Barcelona Supercomputing Center *,ESP,Government,1
2376,National University of Computer and Emerging Sciences,PAK,Universities,1
2378,University of Tsukuba *,JPN,Universities,1
2378,Boston University Medical Campus ,USA,Health,1
2378,TotalEnergies *,MUL,Companies,3
2378,Bushehr University of Medical Sciences,IRN,Universities,1
2382,"Institute of Subtropical Agriculture, Chinese Academy of Sciences",CHN,Government,1
2383,Institute of Bioorganic Chemistry Polish Academy of Sciences,POL,Government,1
2384,University of Bristol *,GBR,Universities,1
2384,National Institute for Basic Biology,JPN,Non-Profit,1
2386,Korea Institute of Energy Research,KOR,Government,3
2386,Azienda Ospedaliera Universitaria Senese,ITA,Health,1
2386,Institut Hospital del Mar d’Investigacions Mediques,ESP,Health,1
2386,Riddet Institute,NZL,Government,1
2386,AgriBio Centre for AgriBioscience,AUS,Government,1
2386,State Grid Xinjiang Electric Power Co,CHN,Companies,2
2386,University of Antwerp,BEL,Universities,1
2386,Shaoguan University,CHN,Universities,3
2386,VA St Louis Health Care System,USA,Health,1
2386,Children's Hospital Fudan University,CHN,Health,2
2396,Centro Cardiologico Monzino IRCCS,ITA,Health,1
2396,Waterford Institute of Technology,IRL,Universities,2
2396,Hospital for Sick Children,CAN,Health,1
2396,Chiba University *,JPN,Universities,1
2400,Fritz Haber Institut Max Planck Gesellschaft,DEU,Government,2
2400,Centre Hospitalier Universitaire de Limoges *,FRA,Health,2
2400,Universita degli Studi di Modena e Reggio Emilia,ITA,Universities,1
2400,"Toyota Technological Institute, Japan",JPN,Universities,1
2404,Anyang Normal University,CHN,Universities,3
2404,Ben-Gurion University of the Negev *,ISR,Universities,1
2404,Tokyo University of Agriculture and Technology,JPN,Universities,1
2407,Chongqing Technology and Business University,CHN,Universities,3
2407,Beijing Institute of Graphic Communication,CHN,Universities,3
2409,Montreal Heart Institute,CAN,Health,1
2410,First Affiliated Hospital of Shantou University Medical College,CHN,Health,2
2410,Zhejiang Shuren University,CHN,Universities,3
2410,IRCCS San Raffaele Pisana,ITA,Health,1
2410,Chinese Academy of Forestry *,CHN,Government,2
2414,J. Heyrovsky Institute of Physical Chemistry of the ASCR,CZE,Government,1
2414,Qingdao Municipal Hospital,CHN,Health,2
2414,Universitat Passau,DEU,Universities,2
2414,"Institut Jean Lamour - Materiaux, Metallurgie, Nanosciences, Plasmas, Surfaces",FRA,Government,2
2414,Agriculture and Agri-Food Canada,CAN,Government,1
2414,Munster Technological University,IRL,Universities,2
2420,Queen Elizabeth II Health Sciences Centre,CAN,Health,2
2421,AVIC Manufacturing Technology Institute,CHN,Government,2
2421,University of Oklahoma *,USA,Universities,1
2421,Institut de Genomique Fonctionnelle,FRA,Government,1
2424,"Laboratoire des sciences et techniques de l'information, de la communication et de la connaissance",FRA,Government,2
2424,Xi'an Jiaotong-Liverpool University,CHN,Universities,1
2426,Office National d'Etudes et de Recherches Aerospatiales Toulouse,FRA,Government,2
2427,Texas Tech University Health Sciences Center,USA,Universities,2
2427,Christian-Albrechts-Universitat zu Kiel,DEU,Universities,1
2429,Huaihai Institute of Technology,CHN,Universities,3
2429,Michigan State University,USA,Universities,1
2431,Instituto de Biologia y Medicina Experimental,ARG,Government,1
2431,Universite du Quebec en Quebec *,CAN,Universities,1
2433,King Abdulaziz University *,SAU,Universities,1
2434,USF Health,USA,Universities,1
2434,Junta de Andalucia *,MUL,Government,1
2434,Institute of Macromolecular Chemistry Petru Poni Romanian Academy,ROU,Government,1
2434,"University of Arkansas, Fayetteville",USA,Universities,2
2438,Instituto de Ciencia y Tecnologia de Alimentos y Nutricion,ESP,Government,1
2438,Osaka University Hospital,JPN,Health,1
2438,Institut d Investigacio Biomedica de Girona Dr Josep Trueta ,ESP,Health,2
2438,Instituto de Investigación Sanitaria Biocruces Bizkaia,ESP,Health,2
2442,Australian Defence Force Academy,AUS,Universities,1
2443,Kanagawa Cancer Center,JPN,Health,1
2443,Yanan University,CHN,Universities,3
2443,Osterreichische Akademie der Wissenschaften *,AUT,Government,1
2443,Huazhong Normal University,CHN,Universities,1
2443,Ferdinand Braun Institut fur Hoechstfrequenztechnik,DEU,Government,2
2443,Universitat Pompeu Fabra *,ESP,Universities,1
2449,Jingdezhen Ceramic University,CHN,Universities,3
2450,Jishou University *,CHN,Universities,3
2450,"South China Sea Institute of Oceanology, Chinese Academy of Sciences",CHN,Government,1
2452,Fraunhofer Institut fur Angewandte Informationstechnik,DEU,Government,2
2453,"University of California, Santa Cruz",USA,Universities,1
2453,Innopolis University,RUS,Universities,1
2455,Indian Institute of Toxicology Research,IND,Government,1
2456,Henan University of Animal Husbandry and Economy,CHN,Universities,3
2457,"Chang Gung Memorial Hospital, Taoyuan",TWN,Health,1
2457,VA Long Beach Healthcare System,USA,Health,2
2457,IMT School for Advanced Studies Lucca,ITA,Government,1
2460,University of New Brunswick,CAN,Universities,2
2460,National Center for Geriatrics and Gerontology *,JPN,Health,1
2460,Hospital Clinico Universitario de Valencia *,ESP,Health,1
2460,Augusta University *,USA,Universities,2
2464,Georgetown University *,USA,Universities,1
2464,Saint Luke’s Mid America Heart Institute,USA,Health,1
2466,Affiliated Provincial Hospital of Anhui Medical University,CHN,Health,2
2467,Karl Franzens Universitat Graz *,AUT,Universities,1
2467,Korea Aerospace University,KOR,Universities,3
2467,Centre Hospitalier Universitaire de Liege,BEL,Health,3
2467,Gunma University *,JPN,Universities,2
2467,Shantou University Medical College,CHN,Universities,2
2472,Baotou Medical College *,CHN,Universities,3
2472,National Institute for Physiological Science,JPN,Government,1
2474,Universidade do Minho,PRT,Universities,1
2474,Laboratoire de Chimie,FRA,Government,2
2476,Universita degli Studi del Piemonte Orientale Amedeo Avogadro,ITA,Universities,1
2477,San Francisco VA Medical Center,USA,Health,1
2477,Hospices Civils de Lyon *,FRA,Health,1
2477,Istituto di Informatica e Telematica,ITA,Government,1
2480,Shaanxi University of Chinese Medicine,CHN,Universities,3
2480,Shanxi Datong University *,CHN,Universities,3
2482,McMaster University *,CAN,Universities,1
2483,Northshore University HealthSystem,USA,Health,2
2483,University of Chemistry and Technology,CZE,Universities,1
2483,Albany Medical College,USA,Universities,2
2486,Henan Polytechnic University,CHN,Universities,2
2486,Istituto Giannina Gaslini Ospedale Pediatrico IRCCS,ITA,Health,1
2486,Ministry of Health ,SGP,Health,1
2489,Masaryk Memorial Cancer Institute,CZE,Health,1
2489,Fondazione IRCCS Istituto Neurologico Carlo Besta,ITA,Health,1
2491,Liaoning Medical University *,CHN,Universities,2
2491,Universite Cote d’Azur *,FRA,Universities,1
2491,Xi'an University of Architecture and Technology,CHN,Universities,1
2494,Hanbat National University,KOR,Universities,2
2494,Centro de Investigacion Biomedica en Red de Fragilidad y Envejecimiento Saludable,ESP,Health,1
2494,Universite de Montreal,CAN,Universities,1
2494,Kings College Hospital NHS Foundation Trust,GBR,Health,2
2498,Kyoto Institute of Technology,JPN,Universities,2
2498,Gobierno de La Rioja *,ESP,Government,2
2498,University of Western Ontario,CAN,Universities,1
2501,Prairie View A&M University,USA,Universities,2
2501,Hefei University,CHN,Universities,2
2501,Zhejiang Normal University,CHN,Universities,1
2501,Jining University,CHN,Universities,3
2505,University of Auckland,NZL,Universities,1
2505,Sun Moon University,KOR,Universities,3
2505,Harbin University of Commerce,CHN,Universities,3
2508,Kobe University *,JPN,Universities,1
2508,Xi'an Technological University,CHN,Universities,3
2508,Universidade do Porto *,PRT,Universities,1
2508,Richard L. Roudebush VA Medical Center,USA,Health,2
2508,Third Affiliated Hospital of Soochow University,CHN,Health,2
2513,Instituto Ramon y Cajal de Investigacion Sanitaria,ESP,Health,2
2513,University Hospital Brno,CZE,Health,1
2513,Changchun University of Traditional Chinese Medicine,CHN,Universities,2
2513,Polish Mothers Memorial Hospital Research Institute,POL,Health,1
2517,"National University of Science and Technology, Islamabad",PAK,Universities,1
2517,Meijo University,JPN,Universities,2
2517,"Prince of Wales Hospital, Hong Kong",HKG,Health,2
2517,Kyoto Prefectural University,JPN,Universities,2
2517,Instituto Aggeu Magalhaes,BRA,Health,1
2522,Ecole Centrale de Lille *,FRA,Universities,2
2522,Junta de Andalucia Sevilla,ESP,Government,2
2522,Instituto de Investigacion Sanitaria Galicia Sur *,ESP,Health,2
2522,South Dakota State University,USA,Universities,2
2526,Centre de Recherche en Automatique de Nancy,FRA,Government,2
2526,Hubei University of Arts and Science,CHN,Universities,3
2526,Hebei University of Chinese Medicine,CHN,Universities,2
2526,"University of Massachusetts, Dartmouth",USA,Universities,2
2526,Motol University Hospital,CZE,Health,1
2531,Rothamsted Research,GBR,Government,2
2531,Huaiyin Normal University,CHN,Universities,3
2531,Universite de Haute-Alsace Mulhouse-Colmar *,FRA,Universities,2
2531,Universitat Bern *,CHE,Universities,1
2531,Lakehead University,CAN,Universities,2
2531,Centro de Biotecnologia y Genomica de Plantas,ESP,Government,1
2537,"Shenyang Institute of Computing Technology Co Ltd, Chinese Academy of Sciences",CHN,Government,3
2537,Longhua Hospital Shanghai University of Traditional Chinese Medicine,CHN,Health,2
2539,Basque Excellence Research Centre *,ESP,Government,1
2539,University of Bath,GBR,Universities,1
2539,Deutsches Herzzentrum Berlin,DEU,Health,2
2539,University of Oklahoma Health Sciences Center,USA,Universities,2
2543,IMT Atlantique *,FRA,Universities,2
2543,Yokohama City University *,JPN,Universities,1
2543,Mid Sweden University,SWE,Universities,2
2546,Children's Hospital of Wisconsin,USA,Health,2
2546,Jiangxi Agricultural University,CHN,Universities,2
2546,NMIMS University,IND,Universities,1
2546,Office National d'Etudes et de Recherches Aerospatiales Palaiseau,FRA,Government,2
2550,State Grid Anhui Electric Power Research Institute,CHN,Non-Profit,2
2550,Qingdao University of Technology,CHN,Universities,2
2550,Zhoukou Normal University,CHN,Universities,3
2550,University of Kansas *,USA,Universities,1
2550,Nagoya City University *,JPN,Universities,1
2555,Instituto de Biomedicina de Sevilla,ESP,Government,2
2555,Tibet University,CHN,Universities,3
2555,University of Gothenburg,SWE,Universities,1
2558,Universite de Toulouse,FRA,Universities,1
2558,NHS Lothian,GBR,Health,2
2558,China Railway Eryuan Engineering Group Co Ltd,CHN,Companies,3
2558,Thiruvalluvar University,IND,Universities,1
2562,Grenoble Institut des Neurosciences,FRA,Government,2
2562,Istituto per i Processi Chimico Fisici,ITA,Government,1
2564,University of Applied Sciences and Arts of Southern Switzerland *,CHE,Universities,2
2565,Yonsei University Severance Hospital,KOR,Health,1
2565,Mackay Junior College of Medicine Nursing and Management,TWN,Universities,2
2565,National Institute of Genetic Engineering and Biotechnology,IRN,Government,1
2568,First Affiliated Hospital of Guangxi Medical University,CHN,Health,1
2568,Veterinarmedizinische Universitat Wien *,AUT,Universities,2
2568,First Affiliated Hospital of Anhui Medical University,CHN,Health,1
2571,University of Tartu,EST,Universities,1
2571,Complejo Asistencial Universitario de Salamanca,ESP,Health,2
2571,University of South Australia,AUS,Universities,1
2574,Brown University,USA,Universities,1
2574,Africa Health Research Institute,ZAF,Health,1
2574,Women's and Children's Hospital,AUS,Health,2
2574,Muroran Institute of Technology,JPN,Universities,2
2578,"University of Missouri, Columbia *",USA,Universities,1
2578,Centre Hospitalier de Luxembourg,LUX,Health,2
2578,Fundacion Instituto de Investigacion Marques de Valdecilla,ESP,Non-Profit,2
2581,Shaare Zedek Medical Center,ISR,Health,1
2581,"Institute of Oceanology, Chinese Academy of Sciences",CHN,Government,1
2581,Tel Aviv Sourasky Medical Center,ISR,Health,1
2584,Yanbian University Hospital,CHN,Health,3
2584,Hubei University of Medicine,CHN,Universities,2
2586,University of Kansas Medical Center,USA,Health,2
2586,National Taiwan University of Sport ,TWN,Universities,2
2586,Netherlands Heart Institute,NLD,Government,2
2586,Sungshin Womens University,KOR,Universities,2
2590,Hopitaux Universitaires de Strasbourg,FRA,Health,1
2590,"Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences",CHN,Government,1
2590,Max Planck Institut fur Chemische Physik Fester Stoffe,DEU,Government,2
2590, Centre Hospitalier de l'Universite de Montreal,CAN,Health,2
2590,Heilongjiang University of Chinese Medicine,CHN,Universities,3
2595,Kanazawa University *,JPN,Universities,1
2596,Korea Institute of Geoscience and Mineral Resources,KOR,Government,2
2596,Seoul St. Mary's Hospital,KOR,Health,1
2596,"University of Texas, Arlington",USA,Universities,2
2599,University of Oslo,NOR,Universities,1
2599,Guangxi University of Chinese Medicine,CHN,Universities,3
2599,Newcastle upon Tyne Hospitals NHS Foundation Trust,GBR,Health,2
2602,"Sydney Children's Hospital, Randwick",AUS,Health,2
2603,North Carolina Central University,USA,Universities,2
2603,Norwegian University of Science and Technology,NOR,Universities,1
2605,Institute of Theoretical and Experimental Biophysics Russian Academy of Sciences,RUS,Government,1
2605,University of Washington Medicine ,USA,Health,1
2605,First Affiliated Hospital of China Medical University,CHN,Health,1
