2111, Instituto de Investigacion Hospital 12 de Octubre
2112, Smithsonian National Museum of Natural History
2116, Istituto per la Microelettronica e Microsistemi
2117, Netherlands Heart Institute
2118, Research Center for Applied Sciences, Academia Sinica
2119, Institute of Coal Chemistry, Chinese Academy of Sciences
2121, Federal Reserve System
2124, Instituto de Estructura de la Materia
2132, Centre de Recherche sur l'Inflammation
2134, University Hospitals Bristol NHS Foundation Trust
2142, Tel Aviv Sourasky Medical Center
2143, Oak Ridge Institute for Science and Education
2144, Istituto Nanoscienze
2146, Second Affiliated Hospital of Nanjing Medical University
2150, Sookmyung Womens University
2161, Institute of Organic Chemistry and Biochemistry of the ASCR
2164, Laboratoire d'Informatique, de Robotique et de Microelectronique de Montpellier
2165, Leibniz Institut fur Pflanzengenetik und Kulturpflanzenforchung
2167, Istituto per la Protezione Sostenibile delle Piante
2170, Eastern Hepatobiliary Surgery Hospital
2180, Institute for Computer Science and Control Hungarian Academy of Sciences
2181, British Columbia Centre for Disease Control
2186, Paris-Saclay Food and Bioproduct Engineering
2187, Cardiff and Vale University Health Board
2191, Istituto Auxologico Italiano IRCCS
2193, St Josephs Hospital and Medical Center 
2197, Pennington Biomedical Research Center
2199, Shenyang Institute of Automation, Chinese Academy of Sciences
2207, The University of Hull
2210, Medical University of Lodz
2211, Shanghai Institute of Applied Physics, Chinese Academy of Sciences
2213, Northrop Grumman Corp, USA
2214, Deutsche Elektronen-Synchrotron Desy
2215, Laboratoire de Physique et Chimie des Nano-Objets
2230, Istituto per la Ricerca e l��Innovazione Biomedica
2231, Children's National Health System
2236, Consorzio Interuniversitario Nazionale per la Scienza e la Tecnologia dei Materiali
2238, Animal and Plant Quarantine Agency
2241, Centro de Investigacion Biomedica en Red de Enfermedades Respiratorias
2249, Istituto di Chimica Biomolecolare
2250, National Computer Network Emergency Response Technical Team
2251, Inova Heart and Vascular Institute
2256, Instituto IMDEA Alimentacion
2259, Cancer Institute and Hospital, Chinese Academy of Medical Sciences
2260, Instituto de Investigacion Sanitaria IdIPAZ
2266, Washington State University, Tri-Cities Campus
2267, Universities Space Research Association
2268, Poznan University of Medical Sciences
2270, Istituto di Fotonica e Nanotecnologie
2275, Libin Cardiovascular Institute
2279, The Second Affiliated Hospital of Zhejiang University
2289, Hunter New England Local Health District
2290, Institute of High Energy Physics, Chinese Academy of Science
2291, Laboratoire Lorrain de Recherche en Informatique et ses Applications
2294, International Centre for Genetic Engineering and Biotechnology *
2304, Bundang Cha Medical Center
2310, China Academy of Engineering Physics *
2311, Instituto Aragones de Ciencias de la Salud
2312, St Georges Healthcare NHS Trust
2313, Center for Drug Evaluation & Research
2324, The Central Hospital of Wuhan
2325, National Institute of Radiological Sciences
2328, Biological Research Center Hungarian Academy of Sciences
2332, Universite de Haute-Alsace Mulhouse-Colmar *
2334, Azienda Ospedaliera di Verona
2338, South Texas Veterans Health Care System
2340, Centro Cientifico Tecnologico La Plata
2342, National Engineering Research Center for Information Technology in Agriculture
2343, Istituto di Informatica e Telematica
2345, Philadelphia VA Medical Center
2349, Kyoto University Hospital
2350, First People's Hospital Affiliated to Shanghai Jiao Tong University
2352, Science et Technologie du Lait et de l'Oeuf
2353, Henry M Jackson Foundation for the Advancement of Military Medicine
2364, WorldFish Center
2365, Graduate School of Public Health and Health Policy
2369, Centro de Investigacion Biomedica en Red de Epidemiologia y Salud Publica
2379, Navarrabiomed-Fundacion Miguel Servet
2381, Centro de Investigaciones Cientificas Isla de la Cartuja CS
2390, Centre Mediterrani d'Investigacions Marines i Ambientals CS
2392, SINTEF Group *
2396, Hadassah University Medical Center *
2405, Sri Ramaswamy Memorial University
2407, Royal Devon and Exeter NHS Foundation Trust
2409, Centre de Recherche en Automatique de Nancy
2414, IRCCS Istituto delle Scienze Neurologiche di Bologna
2419, Istituto di Biologia e Patologia Molecolari
2423, Royal Victorian Eye and Ear Hospital 
2425, Instituto de Investigacion Sanitaria de A Coruna
2427, Netherlands Organisation for Applied Scientific Research
2429, International Maize and Wheat Improvement Center Mexico
2430, Institute of Subtropical Agriculture, Chinese Academy of Sciences
2435, First Affiliated Southwest Hospital to Third Military Medical University
2436, Technical Institute of Physics and Chemistry, Chinese Academy of Sciences
2442, Shenzhen Bay Laboratory
2445, Dutch Scientific Research Institutes *
2446, Institut Jean Lamour - Materiaux, Metallurgie, Nanosciences, Plasmas, Surfaces
2447, Beijing Academy of Agriculture and Forestry Sciences
2449, Istituti Fisioterapici Ospitalieri IRCCS *
2451, Centro de Investigacion Biomedica en Red de Diabetes y Enfermedades Metabolicas Asociadas, Madrid
2454, Shandong University Qilu Hospital
2461, Instituto IMDEA Nanociencia
2462, State Grid Zhejiang Electric Power Research Institute
2464, Instituto de Investigacion Biomedica de Salamanca
2467, Salford Royal Hospitals NHS Trust
2468, Ministerio de Ciencia e Innovacion Madrid
2476, Tokyo University of Pharmacy and Life Science
2479, Center for Devices and Radiological Health
2481, Korea Institute of Toxicology
2485, Institut Pierre Louis d'Epidemiologie et de Sante Publique
2495, Swiss Federal Institute for Forest, Snow and Landscape Research
2498, Centro Cardiologico Monzino IRCCS
2507, Tianjin Medical University Cancer Institute and Hospital
2513,  Instituto de Investigacion Sanitaria del Hospital Universitario de La Princesa
2519, Istituto per la BioEconomia
2520, Senckenberg Forschungsinstitut und Naturmuseum *
2524, Istituto Dermopatico Dell'Immacolata IRCCS
2525, Centro de Quimica y Materiales de Aragon CS
2528, Rede de Quimica e Tecnologia
2535, Laboratoire de Recherche Vasculaire Translationnelle
2540, KBR Inc, USA
2542, Equipes Traitement de l'Information et Systemes
2549, National Research Council of the National Academies
2553, Northwest Institute of Eco-Environment and Resources, Chinese Academy of Sciences
2556, West Virginia University Health Sciences Center
2558, Norfolk and Norwich University Hospitals NHS Foundation Trust
2559, Robarts Research Institute
2562, Chengdu Institute of Biology, Chinese Academy of Sciences
2566, Institute of Physiology of the ASCR
2570, Institut Pluridisciplinaire Hubert Curien
2571, Centro de Investigacion Biomedica en Red Fisiopatologia de la Obesidad y Nutricion, Madrid
2578, University Hospital of Northern Norway
2579, Fondazione IRCCS Istituto Neurologico Carlo Besta
2580, Advanced Telecommunications Research Institute International
2581, Medical University of Bialystok
2582, Indraprastha Institute of Information Technology, Delhi
2583, Guangzhou Institute of Energy Conversion, Chinese Academy of Sciences
2585, Medical University of Lublin
2589, Mawlana Bhashani University of Science and Technology, Tangail
2590, Centre Hospitalier Regional et Universitaire de Tours
2592, Institute of Botany, Chinese Academy of Science
2599, University of Illinois, College of Medicine at Peoria
2600, Global Energy Interconnection Research Institute
2603, Istituto Giannina Gaslini Ospedale Pediatrico IRCCS
2605, Institute of Urban Environment, Chinese Academy of Sciences
2608, Laboratoire Evolution et Diversite Biologique
2612, Liverpool University Hospitals NHS Foundation Trust
2614, Universite de Toulouse-Jean Jaures *
2615, Centre d'Ecologie Fonctionnelle et Evolutive Montpellier
2619, Institute of Hydrobiology, Chinese Academy of Sciences
2623, Istituto per i Processi Chimico Fisici
2624, Nova Scotia Health Authority *
2625, University Hospitals Coventry and Warwickshire NHS Trust
2628, Wuhan Botanical Garden, Chinese Academy of Sciences
2629, Dartmouth-Hitchcock Health Care System
2630, Institut Charles Gerhardt, Institut de Chimie Moleculaire et des Materiaux de Montpellier
2632, University of North Texas Health Science Center
2638, Tokyo Metropolitan Institute of Gerontology
2640, Centro Hospitalar de Lisboa Norte
2641, Royal United Hospital Bath NHS Trust
2646, Programa Institutos Nacionais de Ciencia, Tecnologia e Inovacao
2649, Shenzhen Peoples Hospital, 2nd Clinical Medical College of Jinan University
2660, National Institute for Basic Biology
2665, VA Maryland Health Care System
2667, Sheffield Teaching Hospitals NHS Trust
2670, Hospital das Clinicas da Faculdade de Medicina de Ribeirao Preto da Universidade de Sao Paulo
2673, Norwegian Institute of Food, Fisheries and Aquaculture Research
2674, Eurecat Centre Tecnologic de Catalunya *
2677, Instituto de Nanociencia y Materiales de Aragon
2678, Centre for Economic Policy Research
2680, WorldFish Center Malaysia
2681, Alder Hey Children's NHS Foundation Trust
2683, M.M. Shemyakin and Yu.A. Ovchinnikov Institute of Bioorganic Chemistry Russian Academy of Sciences
2687, IVIRMA Global *
2690, Toyota Motor Corp, Japan
2692, Chongqing University of Education
2695, Lawson Health Research Institute
2697, German Centre for Integrative Biodiversity Research iDiv Halle-Jena-Leipzig
2698, Nencki Institute of Experimental Biology Polish Academy of Sciences
2706, University of Missouri Health Care 
2708, Istituto di Scienza e Tecnologie dell'Informazione Alessandro Faedo
2711, State Grid Tianjin Electric Power Co
2716, General Hospital of Tianjin Medical University
2719, IRCCS Centro Neurolesi Bonino Pulejo
2720, Purple Mountain Laboratory
2724, Institut Pierre Simon Laplace
2726, Centro Hospitalar e Universitario de Coimbra
2727, Chinese Academy of Inspection and Quarantine
2728, Laboratoire de Reactions et Genie des Procedes
2732, Instituto de Ciencia de Materiales de Sevilla
2736, Istituto per lo Studio dei Materiali Nanostrutturati
2738, Max Planck Institut fur Psycholinguistik
2742, University Corporation for Atmospheric Research
2746, Istituto Officina dei Materiali
2749, IQVIA Inc *
2751, Centro de Investigacion Biomedica en Red de Epidemiologia y Salud Publica, Madrid
2753, Complejo Hospitalario Universitario de Santiago
2755, Institut National des Sciences de l'Univers
2762, Instituto de Investigacion Sanitaria La Fe
2767, Chelsea and Westminster Hospital NHS Foundation Trust
2768, Richard L. Roudebush VA Medical Center
2769, Centre Hospitalier Universitaire de Nancy
2770, Centro de Investigacion Biomedica en Red de Diabetes y Enfermedades Metabolicas Asociadas
2772, Institute of Life Sciences, Bhubaneswar
2774, Istituto di Chimica dei Composti Organo Metallici
2778, Institute of Mechanics, Chinese Academy of Sciences
2780, Meander Medical Centre
2781, Centre Hospitalier Universitaire de Grenoble
2788, Institut de Mineralogie et de Physique des Milieux Condenses
2790, Institut de Recerca Sant Joan de Deu
2791, King Saud University Medical City
2793, Louisiana State University, Health Sciences Center *
2795, Third Hospital Affiliated to Central South University
2796, Centre for Research and Technology Hellas
2799, Geisinger Medical System
2803, Laboratoire des Sciences du Climat et l'Environnement
2805, Complejo Hospitalario Regional Reina Sofia
2811, UK Astronomy Technology Centre
2818, Centro de Investigacion Biomedica en Red de Fragilidad y Envejecimiento Saludable
2819, Jiangsu Academy of Agricultural Sciences *
2820, HealthPartners Research Foundation
2825, Hull and East Yorkshire Hospitals NHS Trust
2827, Istituto di Astrofisica Spaziale e Fisica Cosmica di Palermo
2829, Institut Polytechnique de Bordeaux *
2836, Changhai Hospital of Shanghai
2837, Kanagawa Cancer Center
2840, People's Government of Zhejiang Province *
2844, Harvard Pilgrim Health Care
2845, Fondazione Santa Lucia IRCCS
2846, George Institute for International Health, United Kingdom
2858, Korea Institute of Radiological and Medical Sciences
2859, Princess Nourah bint Abdul Rahman University *
2865, Universitas Negeri Sebelas Maret
2875, Skolkovo Institute of Science and Technology
2876, Laboratoire Kastler Brossel
2883, Osaka International Cancer Institute
2885, Shanghai Institute of Optics and Fine Mechanics, Chinese Academy of Sciences
2887, North Bristol NHS Trust
2889, University of Applied Sciences and Arts of Southern Switzerland *
2890, Istituto dei Sistemi Complessi
2891, Ecole Nationale du Genie de l'Eau et de l'Environnement de Strasbourg *
2896, Centro Hospitalar de Lisboa Central
2897, Grenoble Images Parole Signal Automatique
2910, Huazhong Normal University
2911, Istituto di Calcolo e Reti ad Alte Prestazioni
2912, Istituto di Ricerca per la Protezione Idrogeologica
2918, University Hospital Kumamoto University
2919, Second Affiliated Xinqiao Hospital to Third Military Medical University
2921, National Institutes for Quantum Science and Technology *
2923, Institute of Rock and Soil Mechanics, Chinese Academy of Sciences
2925, Office National d'Etudes et de Recherches Aerospatiales Toulouse
2928, Hamad Medical Corp *
2930, Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran
2934, China National Tobacco Corp *
2947, Hospital do Cancer AC Camargo
2950, Universite de Caen Basse-Normandie *
2952, International Centre for Diarrhoeal Disease Research
2956, Franche-Comte Electronique Mecanique Thermique et Optique - Sciences et Technologies
2959, Kyoto Prefectural University of Medicine
2960, Laboratoire d'Etudes et de Recherches sur le Materiau Bois
2963, Ralph H. Johnson VA Medical Center 
2965, University of Teesside
2969, Laboratoire d'Informatique de l'Ecole Polytechnique
2972, Landspitali National University Hospital
2975, The Kansai Electric Power Company
2977, Fiona Stanley Fremantle Hospitals Group *
2978, Ochsner Healthcare *
2985, Ospedale Casa Sollievo della Sofferenza IRCCS
2988, Institute of Oceanology, Chinese Academy of Sciences
2989, National Research Institute for Child Health and Development
2995, Environment and Natural Materials Research Institute
2998, Seoul National University Boramae Hospital
2999, Korea Electronics Technology Institute
3009, Helmholtz-Zentrum fur Ozeanforschung Kiel Umgewandelt
3016, Institute for Systems and Computer Engineering, Technology and Science
3022, Centro Medico Teknon
3024, Maria Sklodowska-Curie Memorial Institute of Oncology
3025, Centre of Molecular and Macromolecular Studies Polish Academy of Sciences
3026, Comenius University in Bratislava
3031, Tokyo Womens Medical University *
3032, Centre Hospitalier Universitaire de Rennes
3033, Fraunhofer-Institut fur Kommunikation, Informationsverarbeitung und Ergonomie
3035, International Clinical Research Center
3036, Instituto Ramon y Cajal de Investigacion Sanitaria
3041, Centre d'Epidemiologie et de Recherche en Sante des POPulations de Toulouse
3042, Quaid-i-Azam University
3044, Bjerknes Centre for Climate Research
3045, European XFEL GmbH
3051, Lodz University of Technology
3053, Centre Hospitalier Universitaire Dijon
3055, Instituto de Investigaciones FisicoQuimicas, Teoricas y Aplicadas
3060, Azienda Ospedaliera Universitaria Senese
3065, Slovenian NMR Centre *
3068, First Affiliated Jiangsu Province Hospital with Nanjing Medical University
3069, Manipal Global Education Group *
3071, Azienda Ospedaliera Universitaria Pisana
3075, Centro Cientifico Tecnologico NOA Sur
3076, Histoire Naturelle de l'Homme Prehistorique
3077, Secretaria General de l'Esport  *
3078, National Institutes for Food and Drug Control
3085, Imam Abdulrahman Bin Faisal University *
3086, Centre Hospitalier Universitaire de Poitiers
3087, King Faisal Specialist Hospital and Research Centre 
3088, State Grid Henan Electric Power Co
3096, State Grid Shanghai Electric Power Co
3099, National Institute of Cholera and Enteric Diseases
3101, City University of New York Lehman College
3103, Centro de Investigacion Biomedica en Red de Enfermedades Cardiovasculares
3105, Istituto per le Applicazioni del Calcolo Mauro Picone
3111, Aichi Cancer Center Research
3115, Wroclaw University of Environmental and Life Sciences
3116, Guangdong Laboratory for Lingnan Modern Agriculture
3117, Servicio Riojano de Salud
3121, Institute for Color Science and Technology
3122, Basque Center for Applied Mathematics
3124, Analysis Group Inc
3125, National Institute for Physiological Science
3126, National Astronomical Observatories, Chinese Academy of Science
3128, National High Magnetic Field Laboratory
3149, Institute of Soil Science, Chinese Academy of Sciences
3150, Advanced Technology and New Materials Research Institute
3158, Institut Jean Barriol, Chimie et Physique Moleculaires et Biomoleculaires
3160, Complejo Hospitalario Virgen del Rocio
3163, Fondazione Istituto Neurologico Casimiro Mondino IRCCS
3175, Centre d'Etudes Spatiales de la Biosphere
3181, Population Council, USA
3183, Jamia Millia Islamia Central University
3184, Laureate Institute for Brain Research
3185, Azienda Sanitaria Ulss 6 Vicenza
3186, Tottori University *
3190, Chittagong University of Engineering and Technology
3191, Brno University of Technology
3192, Jinling Hospital
3193, United Nations International Children's Emergency Fund, United States
3195, Institute of Theoretical Physics, Chinese Academy of Sciences
3196, Laboratoire des sciences et techniques de l'information, de la communication et de la connaissance
3207, AgriBio Centre for AgriBioscience
3210, State Grid Liaoning Electric Power Co Ltd
3212, Biodonostia Institute
3213, China National Offshore Oil Corp *
3214, Ecole Superieure de Chimie Physique Electronique de Lyon *
3217, Helios Kliniken Berlin-Buch
3219, Fundacion Clinica Medica Sur AC *
3220, Carol Davila University of Medicine and Pharmacy
3228, The Walton Centre NHS Foundation Trust
3234, Dalian Polytechnic University
3235, Singapore Institute for Clinical Sciences
3236, South China Sea Institute of Oceanology, Chinese Academy of Sciences
3237, Institute of Astrophysics and Astronomy, Academia Sinica
3242, Institute of Biochemistry and Biophysics Polish Academy of Sciences
3244, Saitama Medical University *
3245, Alliance of Bioversity International and CIAT
3246, Russian Quantum Center
3250, Jilin Agricultural University
3252, Institute of Electrical and Electronics Engineers *
3256, Shandong Academy of Agricultural Sciences *
3258, Institute of Microbiology of the ASCR
3263, Gyeongsang National University Hospital
3267, Buddhist Tzu Chi Medical Foundation *
3270, Instituto de Investigacion Sanitaria Aragon
3271, Instituto Portugues de Oncologia de Francisco Gentil Porto
3274, Patuakhali University of Science and Technology
3280, Yantai University
3281, Fundacion para la Lucha contra las Enfermedades Neurologicas de la Infancia
3282, Fundacio de Recerca Sant Joan de Deu
3284, Vidyasirimedhi Institute of Science and Technology
3285, Centre Hospitalier Universitaire de Rouen
3289, Beijing Aerospace Automatic Control Institute
3296, Biology Centre of the ASCR
3298, Hebrew SeniorLife
3301, Polish Mothers Memorial Hospital Research Institute
3303, Chengdu University of Traditional Chinese Medicine
3305, Office National d'Etudes et de Recherches Aerospatiales Chatillon *
3307, Arid Lands Cultivation Research Institute
3311, Institut de Recherches sur les lois Fondamentales de l'Univers
3316, Waterford Institute of Technology
3317, Institute of Immunology and Experimental Therapy Polish Academy of Sciences
3320, First Affiliated Hospital of Chongqing Medical University
3321, Laboratoire Traitement du Signal et de l'Image
3323, Cancer Hospital of Shantou University Medical College
3324, Aalborg University Hospital
3325, China National Center for Food Safety Risk Assessment
3327, Institut de Systematique, Evolution, Biodiversite
3330, Laboratoire d'Astrophysique de Bordeaux - Observatoire de Bordeaux
3333, Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau    
3334, National Institute for Subatatomic Physics
3337, University of Nottingham China Campus
3338, IMT School for Advanced Studies Lucca
3341, Colorado School of Public Health
3346, Women's Hospital School of Medicine Zhejiang University
3347, Sunchon National University
3348, The Affiliated Hospital of Qingdao University Medical College
3353, Washington State University, Vancouver Campus
3355, Escola Nacional de Saude Publica Sergio Arouca
3356, Instituto de Investigacion Biomedica de A Coruna
3359, Brighton and Sussex University Hospitals NHS Trust
3362, Parc Sanitari de Sant Joan de Deu
3363, Fujita Health University *
3368, Tangdu Hospital
3370, Northeast Institute of Geography and Agroecology, Chinese Academy of Sciences
3373, Consejeria de Agricultura, Agua y Desarrollo Rural Ciudad Real
3378, Centro Hospitalar de Lisboa Ocidental
3380, Japan Society for the Promotion of Science
3384, XLIM Institute de Recherche
3385, Centro Cientifico Tecnologico de Cordoba
3386, ISIS Neutron and Muon Source, RAL
3389, McConnell Brain Imaging Centre
3392, Xi'an University of Architecture and Technology
3393, Yunnan University of Traditional Chinese Medicines
3395, Centro de Investigacion Biomedica en Red de Enfermedades Raras, Barcelona
3397, Nanjing Botanical Garden Memorial Sun Yat-Sen Jiangsu Province and Chinese Academy of Sciences
3400, Biodiversity Research Center, Academia Sinica
3401, Centre Hospitalier Regional et Universitaire de Besancon
3412, Beijing Institute of Electronics Systems Engineering
3417, Max Planck Institut fur Eisenforschung GmbH
3418, Universita degli Studi di Urbino Carlo Bo
3420, Plant Pathology Research Institute
3421, China Academy of Information and Communications Technology
3424, Centro de Investigacion Biomedica en Red de Salud Mental
3429, Institut Terre et Environnement de Strasbourg
3433, Instituto de Fisica Interdisciplinar y Sistemas Complejos
3434, Jiangxi University of Traditional Chinese Medicine
3435, Materiaux, Ingenierie et Sciences
3436, Heart of England NHS Foundation Trust
3438, Ecole Nationale Superieur de Mecaniques et des MicroTechniques *
3439, Iuliu Hatieganu University of Medicine and Pharmacy Cluj Napoca
3440, Korea Institute of Machinery and Materials
3443, Institut Zur Zukunft der Arbeit
3446, Universita degli Studi Ca Foscari di Venezia
3447, Birmingham Women's NHS Foundation Trust
3449, Uppsala University Hospital
3454, Hospital Universitario Severo Ochoa *
3468, Trento Institute for Fundamental Physics and Applications
3469, National Time Service Center, Chinese Academy of Sciences
3470, Japan International Research Center for Agricultural Sciences
3472, Ningxia Medical University *
3473, Norwegian Institute of Bioeconomy Research
3474, University of the Highlands and Islands
3478, Institut des Nanosciences de Paris
3479, University of Mons
3480, Huaiyin Institute of Technology
3483, Junia, Grande Ecole d'Ingenieurs *
3484, BCMaterials-Basque Center for Materials, Applicatons and Nanostructures
3488, Instituto de Investigacion Biomedica de Malaga
3489, Institut des Materiaux Jean Rouxel
3493, First Affiliated Hospital of Soochow University
3496, Istituto di Scienze delle Produzioni Alimentari
3504, Zhejiang Academy of Agricultural Sciences *
3505, Institut d'Investigacio en Intelligencia Artificial  
3509, St. Anne's University Hospital Brno *
3511, Stony Brook University Medicine
3513, Swansea Bay University Health Board
3516, Istituto Superconduttori, Materiali Innovativi e Dispositivi
3518, Shanghai Institute of Technical Physics, Chinese Academy of Sciences
3519, Graduate University for Advanced Studies
3520, National Radio Astronomy Observatory, Socorro
3522, Sun Yat-sen University Sixth Hospital
3529, State Grid Sichuan Electric Power Co
3530, Universita degli Studi Mediterranea di Reggio Calabria
3531, Masaryk Memorial Cancer Institute
3536, Institute of Genomics and Integrative Biology
3539, Yonsei University Severance Hospital
3543, Center of Polymer and Carbon Materials Polish Academy of Sciences
3544, Yale New Haven Health System
3546, Motol University Hospital
3548, Jiaxing University
3559, Demokritos, National Centre for Scientific Research
3560, Kaiser Permanente Southern California, Pasadena
3561, Basque Center for Climate Change
3563, City University of New York, John Jay College of Criminal Justice
3564, Institute of Fundamental Technological Research Polish Academy of Sciences
3565, University Hospitals Dorset NHS Foundation Trust
3567, Institut de Mecanique et d'Ingenierie de Bordeaux
3570, HuaiHe Hospital of Henan University
3571, Second Affiliated Hospital of China Medical University-Sheng Jing Hospital
3575, Chiba University Hospital
3579, Teachers College of Columbia University
3590, CRRC Group Corp *
3593, Duksung Womens University
3594, Interfaces Traitements Organisation et Dynamique des Systemes
3596, University Hospital Brno
3600, Institute of Atmospheric Physics, Chinese Academy of Sciences
3603, Ajou University Medical Center
3604, Ecole Nationale Veterinaire Agroalimentaire et de l'Alimentation de Nantes-Atlantique *
3608, Institute of Chemical Engineering and High Temperature Chemical Processes
3609, Institut Catala de la Salut Metropolitana Nord
3611, Royal Surrey County Hospital NHS Foundation Trust
3612, Chinese Academy of Forestry *
3613, West Pomeranian University of Technology
3614, Instituto de Engenharia de Sistemas e Computadores - Investigacao e Desenvolvimento
3615, National Institute for Plant Biotechnology
3617, University of Boras
3622, Shandong Provincial Hospital
3623, Chinese Academy of Tropical Agricultural Sciences
3624, Children's Memorial Health Institute
3625, Liverpool Heart and Chest Hospital NHS Foundation Trust
3626, Laboratoire d'Oceanologie et de Geosciences
3634, Zhejiang Cancer Hospital
3635, Institute of Physics, Academia Sinica
3636, Bradford Teaching Hospitals NHS Foundation Trust
3638, Second Affiliated Hospital & Yuying Children's Hospital of Wenzhou Medical University
3639, Instituto de Investigaci��n Sanitaria Biocruces Bizkaia
3640, Volvo Car Corp
3643, National Veterinary Research Institute
3645, School of Pedagogical and Technological Education
3646, Second Clinical Hospital of Jilin University
3648, Istituto per il Rilevamento Elettromagnetico dell'Ambiente
3649, Institute of Electrical Engineering, Chinese Academy of Sciences
3650, Turku PET Centre
3653, Attikon Athens University Hospital
3655, Agenzia Nazionale per le nuove Tecnologie, l'Energia e lo Sviluppo Economico Sostenibile
3660, VA Puget Sound Health Care System
3663, Cancer Registry of Norway Institute of Population-Based Cancer Research
3674, Jiangxi Academy Sciences
3680, First Affilated Hospital of Wenzhou Medical University
3681, Institute for Space Sciences
3684, Shaare Zedek Medical Center
3685, Institut des Sciences de l'Evolution
3687, J. Heyrovsky Institute of Physical Chemistry of the ASCR
3690, Istituto di Radioastronomia
3696, Nippon Veterinary and Life Science University
3707, King Abdullah International Medical Research Center
3709, Royal National Orthopaedic Hospital NHS Trust
3719, University of Occupational and Environmental Health
3725, Institute of Tibetan Plateau Research, Chinese Academy of Sciences
3726, State Grid Jiangxi Electric Power Co
3728, Secretaria Nacional de Ciencia, Tecnologia e Innovacion *
3734, Centre Hospitalier Universitaire d'Angers
3735, Louisiana State University Agricultural Center
3739, The Jikei University School of Medicine *
3745, Azienda Ospedaliera San Gerardo Monza
3752, Central Salt and Marine Chemicals Research Institute
3753, Homerton University Hospital NHS Foundation Trust
3756, Geosciences Rennes
3757, Azienda Ospedaliera di Parma
3758, Biologie des Organismes et Ecosystemes Aquatiques
3761, L��Azienda Socio Sanitaria Territoriale Santi Paolo e Carlo
3765, International Food Policy Research Institute United States
3766, Jiangxi Normal University
3768, Azienda Sanitaria Ospedaliera Molinette San Giovanni Battista di Torino
3769, Tumour Hospital of Harbin Medical University
3776, Marmara University Hospital
3780, Centro de Ciencias Humanas y Sociales CS
3783, Instituto D'Or Pesquisa e Ensino
3784, Universita degli Studi Niccolo Cusano
3785, Istituto di Matematica Applicata e Tecnologie Informatiche
3787, State Grid Jiangsu Electric Power Research Institute
3790, State Grid Fujian Electric Power Co Ltd
3791, Institute of Electronic Structure and Laser
3795, Universitatsklinikum Giessen und Marburg GmbH Standort Giessen
3799, Laboratoire des Sciences de l'Ingenieur, de l'Informatique et de l'Imagerie
3802, VA Greater Los Angeles Healthcare System
3804, Far Eastern Memorial Hospital
3810, Krasnoyarsk State Agrarian University
3817, Guangzhou Institute of Geography, GDAS
3820, Japan Agency for Marine-Earth Science and Technology
3825, Orebro University Hospital
3828, Institute of Bioorganic Chemistry Polish Academy of Sciences
3829, Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences
3832, Central Electrochemical Research Institute
3834, Institute of Biophysics of the ASCR
3837, New York City Health and Hospitals Corp *
3840, Centre Hospitalier Universitaire de Clermont-Ferrand
3843, Universite Paul Valery, Montpellier III *
3853, Hainan Normal University
3854, Istituto di Scienze Polari
3855, European Commission - Joint Research Centre Seville, Spain
3856, Complejo Hospitalario Virgen de La Victoria
3857, AlbaNova University Center
3861, Netherlands Institute for Health Services Research
3863, State Grid Fujian Electric Power Research Institute
3865, Institut de Physique des 2 Infinis de Lyon
3867, Institut Catala de la Salut Metropolitana Sud
3873, Qatar Environment and Energy Research Institute
3874, Ruder Boskovic Institute *
3875, Northeast Electric Power University
3878, Tubitak Scientific and Technical Research Council of Turkey *
3880, University of Connecticut, Greater Hartford
3883, Complejo Asistencial Universitario de Salamanca
3890, Fundacion Instituto de Investigacion Marques de Valdecilla
3893, Karlstad University
3894, Montpellier SupAgro, Centre International d'Etudes Superieures en Sciences Agronomiques *
3900, State Key Laboratory of Remote Sensing Science
3905, VA Long Beach Healthcare System
3909, London Health Sciences Centre
3911, Instituto de Investigacion Sanitaria Gregorio Maranon
3912, National Enterprise for Nanoscience and Nanotechnology
3914, Korea Research Institute of Standards and Science
3915, State Key Laboratory of Structural Chemistry of Unstable and Stable Species
3918, International Center for Bamboo and Rattan
3919, Linnaeus University
3924, Swedish Research Council *
3928, Amsterdam Institute for Global Health and Development
3929, GSI Helmholtzzentrum fur Schwerionenforschung GmbH
3932, Laboratoire d'Etudes en Geophysique et Oceanographie Spatiales
3936, China National Nuclear Corporation *
3937, Institut des Neurosciences Cellulaires et Integratives
3941, Ministry of National Guard - Health Affairs
3942, Wuhan Children's Hospital
3947, Binzhou Medical University *
3948, Institute of Geology and Geophysics, Chinese Academy of Sciences
3949, Chinese Academy of Surveying and Mapping
3953, Centre Hospitalier Universitaire de Brest
3955, University of Agricultural Sciences and Veterinary Medicine of Cluj-Napoca
3958, Dalin Tzu Chi Hospital
3960, Wuhan Textile University
3962, Stockholm Environment Institute
3965, Shanghai University of Electric Power
3975, Norwegian Institute for Nature Research
3980, Centre de Recherche en Mathematiques de la Decision
3982, Jiangsu Integrated Chinese and Western Medicine Hospital Affiliated to Nanjing University of Chinese
3983, Institute of Organic Chemistry Polish Academy of Sciences
3986, University of Nottingham, Malaysia Campus
3987, Australian Research Council Centre of Excellence for Gravitational Wave Discovery
3988, Qufu Normal University
